Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2017-10-29,"Louisiana Brand, Wing Sauce","5.00 Tbsp",50.25,,,,,,,,,,,2499.75,60.00,,,,0.00,,0.00,,,,,,2499.75,,5.00,,,,5.00,,,,,,,,,,,,,,,,0.00,,,,
2017-10-29,"Chicken Breast, Skin Removed Before Cooking","1.28 large - split",299.17,0.00,0.00,111.99,0.11,0.20,21.48,1.68,1.04,0.59,6.92,50.15,0.00,8.65,0.47,0.52,25.94,0.09,1.83,46.69,0.03,373.53,427.14,42.20,133.16,2.13,0.00,0.00,0.00,0.00,0.00,7.80,146.99,2.66,0.17,1.42,1.69,2.20,0.16,0.68,1.66,2.82,4.01,4.54,1.48,2.12,53.45,2.26,0.62,1.80,2.65
2017-10-29,"Tuna, Canned, Light, Water Pack, Drained, Not Rinsed","1.00 can - each 5 oz net weight",110.94,0.00,0.00,100.80,0.04,0.11,13.08,0.19,0.41,3.29,5.16,73.53,0.00,60.63,0.43,2.97,21.93,0.06,2.10,29.67,0.02,179.31,230.91,91.07,318.63,0.89,0.00,0.00,0.00,0.00,0.00,1.24,46.44,0.14,0.30,0.05,0.36,0.27,0.00,0.26,0.71,1.11,1.95,2.21,0.71,0.94,25.08,1.05,0.27,0.81,1.24
2017-10-29,"Sargento Foods Inc, Light String Cheese","1.00 PIECE",49.98,,,,,,,,,,,199.92,0.00,,,,149.94,,0.00,,,99.96,19.95,,160.02,,1.00,0.00,,0.00,1.00,2.50,10.08,,,,,1.50,0.00,,,,,,,,6.00,,,,
2017-10-29,"Polar, Seltzer, Raspberry Rose","3.00 x 8.0 fl oz (240 mL)",0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,0.00,0.00,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,
2017-10-29,"Kimchi","7.00 FDA Serving Size",116.56,0.00,0.00,557.88,0.21,0.38,5.10,0.59,1.00,0.18,249.32,14863.18,222.51,0.00,0.86,220.30,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0.00,0.28,0.59,0.35,0.93,0.39,0.00,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52
2017-10-29,"Colby Jack Cheese","1.60 stick - each 1 oz",173.96,0.00,0.00,17.96,0.01,0.17,0.04,0.10,0.04,0.38,8.16,399.85,0.00,10.43,0.12,1.18,324.55,0.02,0.34,12.02,0.01,204.35,47.17,6.58,273.07,1.38,0.74,0.00,0.00,0.23,0.74,14.15,41.73,4.09,0.12,0.30,0.42,8.91,0.35,0.05,0.38,0.68,1.05,0.91,0.29,0.58,10.94,0.39,0.14,0.53,0.73
2017-10-29,"Broccoli, Cooked from Frozen","2.50 FDA Serving Size",59.50,0.00,0.00,192.78,0.12,0.17,0.97,0.58,0.28,0.00,119.00,2148.38,85.21,0.00,2.40,187.21,70.13,0.07,1.30,27.62,0.47,104.13,301.75,1.49,23.38,0.60,11.37,6.38,1.45,3.12,4.99,0.26,0.00,0.02,0.09,0.03,0.12,0.04,0.00,0.05,0.12,0.26,0.31,0.33,0.08,0.20,6.59,0.21,0.07,0.15,0.30
2017-10-29,"Morton, Salt Mixture, Lite","2.00 x 0.25 Teaspoon",0.01,0.00,,,,,,,,0.00,,,,,,,1.12,,,1.68,,,708.40,,551.60,,0.03,,,,0.03,0.03,,,,,,,,,,,,,,,0.00,,,,
2017-10-30,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-10-30,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-30,"Chicken Breast, Skin Removed Before Cooking","1.54 cup",652.29,0.00,0.00,244.18,0.25,0.44,46.83,3.66,2.26,1.28,15.08,109.34,0.00,18.85,1.02,1.13,56.56,0.19,4.00,101.80,0.06,814.43,931.31,92.00,290.33,4.64,0.00,0.00,0.00,0.00,0.00,17.00,320.49,5.81,0.38,3.09,3.70,4.79,0.34,1.49,3.62,6.15,8.74,9.90,3.22,4.62,116.55,4.92,1.36,3.93,5.78
2017-10-30,"Morton, Salt Mixture, Lite","2.00 x 0.25 Teaspoon",0.01,0.00,,,,,,,,0.00,,,,,,,1.12,,,1.68,,,708.40,,551.60,,0.03,,,,0.03,0.03,,,,,,,,,,,,,,,0.00,,,,
2017-10-30,"Chicken Wing, Skin Eaten","3.00 medium",274.32,0.00,0.00,64.15,0.07,0.17,6.83,0.93,0.60,0.38,9.72,42.12,0.00,7.56,0.75,0.32,19.44,0.04,0.91,20.52,0.01,158.76,228.96,27.54,105.84,1.77,0.00,0.00,0.00,0.00,0.00,18.22,152.28,8.32,0.20,3.58,3.88,5.37,0.09,0.27,0.96,1.26,2.13,2.47,0.67,1.04,25.69,1.15,0.32,0.93,1.33
2017-10-30,"Kimchi","7.00 FDA Serving Size",116.56,0.00,0.00,557.88,0.21,0.38,5.10,0.59,1.00,0.18,249.32,14863.18,222.51,0.00,0.86,220.30,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0.00,0.28,0.59,0.35,0.93,0.39,0.00,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52
2017-10-30,"Spinach, Raw","3.00 cup, cut pieces",20.70,0.00,0.00,82.26,0.07,0.17,0.65,0.06,0.18,0.00,174.61,8439.62,25.29,0.00,1.76,434.63,89.10,0.12,2.44,71.10,0.81,44.10,502.22,0.90,71.10,0.48,3.27,1.98,0.09,0.38,1.29,0.35,0.00,0.01,0.12,0.02,0.15,0.06,0.00,0.03,0.06,0.13,0.20,0.16,0.05,0.12,2.57,0.11,0.04,0.10,0.14
2017-10-30,"Colby Jack Cheese","2.50 stick - each 1 oz",271.81,0.00,0.00,28.07,0.01,0.27,0.07,0.15,0.06,0.59,12.76,624.76,0.00,16.30,0.19,1.84,507.11,0.03,0.52,18.78,0.01,319.29,73.71,10.28,426.67,2.15,1.15,0.00,0.00,0.36,1.15,22.11,65.21,6.39,0.19,0.47,0.66,13.92,0.55,0.09,0.60,1.06,1.64,1.42,0.45,0.90,17.10,0.61,0.22,0.82,1.14
2017-10-30,"Wendy's Caesar side salad","1.00 each",60.22,0.00,0.00,93.53,0.07,0.07,0.35,0.15,0.07,0.02,112.68,7317.50,5.29,0.55,0.29,84.53,95.23,0.05,0.83,14.24,0.14,35.42,250.03,0.58,90.11,0.25,3.56,1.88,0.00,1.69,1.68,3.97,9.57,1.07,0.15,0.14,0.28,2.33,0.15,0.03,0.07,0.17,0.30,0.24,0.07,0.16,3.48,0.15,0.05,0.12,0.18
2017-10-31,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,"Centrum, Silver","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,3.00,25.00,400.00,2500.00,60.00,1000.00,33.62,30.00,220.00,0.50,,50.00,2.30,20.00,80.00,19.00,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-10-31,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,"Chicken Breast, Skin Removed Before Cooking","0.92 cup",392.36,0.00,0.00,146.87,0.15,0.26,28.17,2.20,1.36,0.77,9.07,65.77,0.00,11.34,0.61,0.68,34.02,0.11,2.40,61.23,0.04,489.88,560.19,55.34,174.63,2.79,0.00,0.00,0.00,0.00,0.00,10.23,192.78,3.49,0.23,1.86,2.22,2.88,0.20,0.90,2.17,3.70,5.26,5.96,1.94,2.78,70.10,2.96,0.82,2.37,3.48
2017-10-31,"Chicken Breast, Skin Removed Before Cooking","0.99 medium - split",205.99,0.00,0.00,77.11,0.08,0.14,14.79,1.16,0.71,0.40,4.76,34.53,0.00,5.95,0.32,0.36,17.86,0.06,1.26,32.15,0.02,257.19,294.10,29.05,91.68,1.46,0.00,0.00,0.00,0.00,0.00,5.37,101.21,1.83,0.12,0.98,1.17,1.51,0.11,0.47,1.14,1.94,2.76,3.13,1.02,1.46,36.80,1.55,0.43,1.24,1.83
2017-10-31,"Louisiana Brand, Wing Sauce","4.00 Tbsp",40.20,,,,,,,,,,,1999.80,48.00,,,,0.00,,0.00,,,,,,1999.80,,4.00,,,,4.00,,,,,,,,,,,,,,,,0.00,,,,
2017-10-31,"Kimchi","7.00 FDA Serving Size",116.56,0.00,0.00,557.88,0.21,0.38,5.10,0.59,1.00,0.18,249.32,14863.18,222.51,0.00,0.86,220.30,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0.00,0.28,0.59,0.35,0.93,0.39,0.00,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52
2017-10-31,"Asparagus, Cooked from Fresh","1.89 cup, cut pieces",74.84,0.00,0.00,315.12,0.55,0.47,3.69,0.77,0.27,0.00,506.89,3422.35,26.19,0.00,5.10,172.14,78.24,0.56,3.10,47.63,0.52,183.70,762.04,20.75,47.63,2.04,13.98,6.80,0.00,4.42,7.18,0.75,0.00,0.00,0.10,0.26,0.36,0.16,0.00,0.12,0.18,0.28,0.48,0.38,0.12,0.28,8.16,0.31,0.10,0.19,0.43
2017-10-31,"Colby Jack Cheese","1.30 stick - each 1 oz",141.34,0.00,0.00,14.60,0.01,0.14,0.03,0.08,0.03,0.31,6.63,324.88,0.00,8.48,0.10,0.96,263.70,0.01,0.27,9.77,0.00,166.03,38.33,5.34,221.87,1.12,0.60,0.00,0.00,0.19,0.60,11.50,33.91,3.32,0.10,0.24,0.34,7.24,0.28,0.04,0.31,0.55,0.85,0.74,0.23,0.47,8.89,0.32,0.11,0.43,0.59
2017-10-31,"Spinach, Raw","1.00 x 0.25 bunch",19.55,0.00,0.00,77.69,0.07,0.16,0.62,0.06,0.17,0.00,164.90,7970.45,23.89,0.00,1.67,410.47,84.15,0.11,2.30,67.15,0.76,41.65,474.30,0.85,67.15,0.45,3.09,1.87,0.09,0.36,1.22,0.33,0.00,0.01,0.12,0.02,0.14,0.05,0.00,0.03,0.05,0.12,0.19,0.15,0.05,0.11,2.43,0.10,0.03,0.09,0.14
2017-10-31,"Butter, Salted","1.60 tbsp",162.61,0.00,0.00,3.60,0.00,0.01,0.01,0.02,0.00,0.04,0.68,566.76,0.00,2.33,0.53,1.59,5.44,0.00,0.00,0.45,0.00,5.44,5.44,0.23,145.83,0.02,0.01,0.00,0.00,0.01,0.01,18.40,48.76,4.77,0.07,0.62,0.69,11.65,0.74,0.00,0.01,0.01,0.02,0.02,0.00,0.01,0.19,0.01,0.00,0.01,0.01
2017-10-31,"Sargento Foods Inc, Light String Cheese","1.00 PIECE",49.98,,,,,,,,,,,199.92,0.00,,,,149.94,,0.00,,,99.96,19.95,,160.02,,1.00,0.00,,0.00,1.00,2.50,10.08,,,,,1.50,0.00,,,,,,,,6.00,,,,
2017-10-31,"Dill Pickles","2.00 large - 4"" long",32.40,0.00,0.00,254.72,0.12,0.15,0.29,0.54,0.09,0.00,21.60,337.50,6.21,0.00,0.08,46.71,153.90,0.08,0.70,18.90,0.17,43.20,315.90,0.00,2184.30,0.27,6.51,2.70,0.92,2.89,3.81,0.81,0.00,0.01,0.19,0.14,0.33,0.21,0.00,0.01,0.02,0.05,0.07,0.07,0.01,0.05,1.35,0.05,0.01,0.03,0.05
2017-11-1,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-1,"Centrum, Silver","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,3.00,25.00,400.00,2500.00,60.00,1000.00,33.62,30.00,220.00,0.50,,50.00,2.30,20.00,80.00,19.00,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-1,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-1,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-1,"Chicken Breast, Skin Removed Before Cooking","0.94 medium - split",196.18,0.00,0.00,73.44,0.07,0.13,14.09,1.10,0.68,0.39,4.54,32.89,0.00,5.67,0.31,0.34,17.01,0.06,1.20,30.62,0.02,244.94,280.09,27.67,87.32,1.39,0.00,0.00,0.00,0.00,0.00,5.11,96.39,1.75,0.11,0.93,1.11,1.44,0.10,0.45,1.09,1.85,2.63,2.98,0.97,1.39,35.05,1.48,0.41,1.18,1.74
2017-11-1,"Chicken Breast, Skin Removed Before Cooking","0.94 medium - split",196.18,0.00,0.00,73.44,0.07,0.13,14.09,1.10,0.68,0.39,4.54,32.89,0.00,5.67,0.31,0.34,17.01,0.06,1.20,30.62,0.02,244.94,280.09,27.67,87.32,1.39,0.00,0.00,0.00,0.00,0.00,5.11,96.39,1.75,0.11,0.93,1.11,1.44,0.10,0.45,1.09,1.85,2.63,2.98,0.97,1.39,35.05,1.48,0.41,1.18,1.74
2017-11-1,"Kimchi","7.00 FDA Serving Size",116.56,0.00,0.00,557.88,0.21,0.38,5.10,0.59,1.00,0.18,249.32,14863.18,222.51,0.00,0.86,220.30,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0.00,0.28,0.59,0.35,0.93,0.39,0.00,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52
2017-11-1,"Chicken Breast, Skin Removed Before Cooking","0.92 cup",392.36,0.00,0.00,146.87,0.15,0.26,28.17,2.20,1.36,0.77,9.07,65.77,0.00,11.34,0.61,0.68,34.02,0.11,2.40,61.23,0.04,489.88,560.19,55.34,174.63,2.79,0.00,0.00,0.00,0.00,0.00,10.23,192.78,3.49,0.23,1.86,2.22,2.88,0.20,0.90,2.17,3.70,5.26,5.96,1.94,2.78,70.10,2.96,0.82,2.37,3.48
2017-11-1,"Spinach, Raw","3.00 cup, cut pieces",20.70,0.00,0.00,82.26,0.07,0.17,0.65,0.06,0.18,0.00,174.61,8439.62,25.29,0.00,1.76,434.63,89.10,0.12,2.44,71.10,0.81,44.10,502.22,0.90,71.10,0.48,3.27,1.98,0.09,0.38,1.29,0.35,0.00,0.01,0.12,0.02,0.15,0.06,0.00,0.03,0.06,0.13,0.20,0.16,0.05,0.12,2.57,0.11,0.04,0.10,0.14
2017-11-1,"Colby Jack Cheese","2.60 stick - each 1 oz",282.68,0.00,0.00,29.19,0.01,0.28,0.07,0.15,0.06,0.61,13.27,649.75,0.00,16.95,0.20,1.92,527.40,0.03,0.55,19.53,0.01,332.06,76.66,10.69,443.73,2.24,1.20,0.00,0.00,0.38,1.20,22.99,67.81,6.65,0.20,0.48,0.68,14.48,0.57,0.09,0.62,1.10,1.70,1.48,0.47,0.94,17.78,0.63,0.23,0.86,1.19
2017-11-2,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-2,"Centrum, Silver","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,3.00,25.00,400.00,2500.00,60.00,1000.00,33.62,30.00,220.00,0.50,,50.00,2.30,20.00,80.00,19.00,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-2,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-2,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-2,"Chicken Breast, Skin Removed Before Cooking","1.39 cup",588.54,0.00,0.00,220.31,0.22,0.39,42.26,3.31,2.04,1.16,13.61,98.66,0.00,17.01,0.92,1.02,51.03,0.17,3.61,91.85,0.06,734.82,840.28,83.01,261.95,4.18,0.00,0.00,0.00,0.00,0.00,15.34,289.17,5.24,0.34,2.79,3.33,4.32,0.31,1.35,3.26,5.55,7.89,8.93,2.91,4.17,105.15,4.44,1.23,3.55,5.22
2017-11-2,"Asparagus, Cooked from Fresh","1.26 cup, cut pieces",49.90,0.00,0.00,210.08,0.37,0.32,2.46,0.51,0.18,0.00,337.93,2281.57,17.46,0.00,3.40,114.76,52.16,0.37,2.06,31.75,0.35,122.47,508.02,13.83,31.75,1.36,9.32,4.54,0.00,2.95,4.79,0.50,0.00,0.00,0.07,0.17,0.24,0.11,0.00,0.08,0.12,0.19,0.32,0.26,0.08,0.19,5.44,0.21,0.07,0.13,0.28
2017-11-2,"Dill Pickles","1.00 large - 4"" long",16.20,0.00,0.00,127.36,0.06,0.08,0.15,0.27,0.05,0.00,10.80,168.75,3.11,0.00,0.04,23.36,76.95,0.04,0.35,9.45,0.08,21.60,157.95,0.00,1092.15,0.14,3.25,1.35,0.46,1.44,1.90,0.41,0.00,0.01,0.09,0.07,0.16,0.11,0.00,0.01,0.01,0.03,0.04,0.04,0.01,0.02,0.68,0.02,0.01,0.01,0.03
2017-11-2,"Eggs, Cooked","4.00 extra large",347.20,0.00,0.00,167.15,0.15,1.15,0.14,3.13,0.27,2.49,98.56,1164.80,0.00,194.88,2.31,0.67,112.00,0.03,2.67,22.40,0.06,385.28,282.24,68.99,277.76,2.35,2.51,0.00,0.00,2.51,2.51,23.77,835.52,9.13,0.15,2.99,3.17,7.32,0.00,0.65,0.67,1.54,2.41,2.02,0.88,1.50,28.18,1.35,0.34,1.15,1.72
2017-11-2,"Coffee, Prepared From Grounds","3.00 large or venti - each 20 fl oz",17.76,0.00,710.40,1765.17,0.25,1.35,3.39,4.51,0.02,0.00,35.52,0.00,0.00,0.00,0.18,1.78,35.52,0.04,0.18,53.28,0.41,53.28,870.24,0.00,35.52,0.36,8.35,8.35,0.00,0.00,0.00,0.36,0.00,0.27,0.00,0.02,0.02,0.04,0.00,0.04,0.04,0.04,0.09,0.02,0.00,0.05,2.13,0.02,0.00,0.04,0.05
2017-11-2,"Kimchi","7.00 FDA Serving Size",116.56,0.00,0.00,557.88,0.21,0.38,5.10,0.59,1.00,0.18,249.32,14863.18,222.51,0.00,0.86,220.30,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0.00,0.28,0.59,0.35,0.93,0.39,0.00,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52
2017-11-2,"Spinach, Raw","2.00 cup, cut pieces",13.80,0.00,0.00,54.84,0.05,0.11,0.43,0.04,0.12,0.00,116.40,5626.41,16.86,0.00,1.18,289.75,59.40,0.08,1.63,47.40,0.54,29.40,334.81,0.60,47.40,0.32,2.18,1.32,0.06,0.25,0.86,0.23,0.00,0.01,0.08,0.02,0.10,0.04,0.00,0.02,0.04,0.09,0.13,0.10,0.03,0.08,1.72,0.07,0.02,0.06,0.10
2017-11-2,"Sargento Foods Inc, Light String Cheese","2.00 PIECE",99.96,,,,,,,,,,,399.84,0.00,,,,299.88,,0.00,,,199.92,39.90,,320.04,,2.00,0.00,,0.00,2.00,5.00,20.16,,,,,3.00,0.00,,,,,,,,12.00,,,,
2017-11-2,"Morton, Salt Mixture, Lite","1.00 x 0.25 Teaspoon",0.00,0.00,,,,,,,,0.00,,,,,,,0.56,,,0.84,,,354.20,,275.80,,0.01,,,,0.01,0.01,,,,,,,,,,,,,,,0.00,,,,
2017-11-3,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-3,"Centrum, Silver","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,3.00,25.00,400.00,2500.00,60.00,1000.00,33.62,30.00,220.00,0.50,,50.00,2.30,20.00,80.00,19.00,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-3,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-3,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-3,"Chicken Breast, Skin Removed Before Cooking","1.19 cup",505.16,0.00,0.00,189.10,0.19,0.34,36.27,2.84,1.75,0.99,11.68,84.68,0.00,14.60,0.79,0.88,43.80,0.15,3.10,78.84,0.05,630.72,721.24,71.25,224.84,3.59,0.00,0.00,0.00,0.00,0.00,13.17,248.20,4.50,0.29,2.39,2.86,3.71,0.26,1.16,2.80,4.77,6.77,7.67,2.50,3.58,90.26,3.81,1.05,3.05,4.48
2017-11-3,"Louisiana Brand, Wing Sauce","4.00 Tbsp",40.20,,,,,,,,,,,1999.80,48.00,,,,0.00,,0.00,,,,,,1999.80,,4.00,,,,4.00,,,,,,,,,,,,,,,,0.00,,,,
2017-11-3,"Cauliflower, Raw","0.87 medium - head - 5"" to 6"" diameter",127.57,0.00,0.00,469.83,0.26,0.31,2.59,3.40,0.94,0.00,290.87,0.00,245.96,0.00,0.41,79.10,112.26,0.20,2.14,76.54,0.79,224.53,1525.77,3.06,153.09,1.38,25.36,10.21,1.84,9.75,15.16,1.43,0.00,0.17,0.08,0.08,0.16,0.66,0.00,0.10,0.29,0.36,0.54,1.11,0.10,0.33,9.80,0.39,0.10,0.26,0.64
2017-11-3,"Sargento Foods Inc, Light String Cheese","1.00 PIECE",49.98,,,,,,,,,,,199.92,0.00,,,,149.94,,0.00,,,99.96,19.95,,160.02,,1.00,0.00,,0.00,1.00,2.50,10.08,,,,,1.50,0.00,,,,,,,,6.00,,,,
2017-11-3,"Broccoli, Cooked From Fresh","1.00 cup, chopped",54.60,0.00,0.00,139.23,0.10,0.19,0.86,0.96,0.31,0.00,168.48,2414.84,101.24,0.00,3.15,219.96,62.40,0.10,1.05,32.76,0.30,104.52,457.07,2.50,63.96,0.70,11.20,5.15,0.00,2.17,6.05,0.64,0.00,0.06,0.19,0.08,0.27,0.12,0.00,0.05,0.10,0.14,0.23,0.24,0.07,0.18,3.71,0.15,0.05,0.09,0.22
2017-11-3,"Bacon, Pork","4.00 slice - 6"" long",149.76,0.00,0.00,7.57,0.18,0.07,3.35,0.35,0.17,0.35,0.00,11.84,0.00,5.44,0.13,0.00,3.52,0.03,0.30,9.92,0.01,124.16,159.68,16.22,538.88,0.98,0.54,0.00,0.00,0.29,0.54,11.23,31.68,4.97,0.08,1.76,1.96,3.83,0.05,0.12,0.45,0.52,0.90,0.97,0.30,0.45,10.85,0.48,0.13,0.43,0.55
2017-11-3,"Eggs, Cooked","2.00 extra large",173.60,0.00,0.00,83.57,0.07,0.57,0.07,1.57,0.14,1.24,49.28,582.40,0.00,97.44,1.15,0.34,56.00,0.01,1.33,11.20,0.03,192.64,141.12,34.50,138.88,1.18,1.25,0.00,0.00,1.25,1.25,11.88,417.76,4.57,0.08,1.50,1.58,3.66,0.00,0.33,0.33,0.77,1.20,1.01,0.44,0.75,14.09,0.68,0.17,0.57,0.86
2017-11-3,"Morton, Sea Salt","2.00 x 0.25 tsp",0.00,,,,,,,,,,,,,,,,,,,,,,,,1139.99,,0.00,,,,0.00,0.00,,,,,,,,,,,,,,,0.00,,,,
2017-11-3,"Sargento Foods Inc, Light String Cheese","1.00 PIECE",49.98,,,,,,,,,,,199.92,0.00,,,,149.94,,0.00,,,99.96,19.95,,160.02,,1.00,0.00,,0.00,1.00,2.50,10.08,,,,,1.50,0.00,,,,,,,,6.00,,,,
2017-11-4,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-4,"Centrum, Silver","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,3.00,25.00,400.00,2500.00,60.00,1000.00,33.62,30.00,220.00,0.50,,50.00,2.30,20.00,80.00,19.00,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-4,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2017-11-4,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-4,"Chicken Breast, Skin Removed Before Cooking","0.94 medium - split",196.18,0.00,0.00,73.44,0.07,0.13,14.09,1.10,0.68,0.39,4.54,32.89,0.00,5.67,0.31,0.34,17.01,0.06,1.20,30.62,0.02,244.94,280.09,27.67,87.32,1.39,0.00,0.00,0.00,0.00,0.00,5.11,96.39,1.75,0.11,0.93,1.11,1.44,0.10,0.45,1.09,1.85,2.63,2.98,0.97,1.39,35.05,1.48,0.41,1.18,1.74
2017-11-4,"Provisionaire &, Original Beef Jerkey","4.00 oz",324.32,,,,,,,,,,,0.00,0.00,,,,0.00,,10.93,,,,,,1579.64,,16.20,4.08,,12.14,12.12,4.05,121.34,,,,,0.00,0.00,,,,,,,,56.70,,,,
