Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Daily Total Cals,Cals/100,Weight
10/29/2017,"Sargento Foods Inc, Light String Cheese",1.00 PIECE,49.98,,,,,,,,,,,199.92,0,,,,149.94,,0,,,99.96,19.95,,160.02,,1,0,,0,1,2.5,10.08,,,,,1.5,0,,,,,,,,6,,,,,1358.49,135.849,194.331
10/29/2017,"Polar, Seltzer, Raspberry Rose",3.00 x 8.0 fl oz (240 mL),0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,0,,,,,,,,,,,,,,,0,,,,,1358.49,135.849,194.331
10/29/2017,Kimchi,7.00 FDA Serving Size,116.56,0,0,557.88,0.21,0.38,5.1,0.59,1,0.18,249.32,14863.18,222.51,0,0.86,220.3,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0,0.28,0.59,0.35,0.93,0.39,0,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52,1358.49,135.849,194.331
10/29/2017,Colby Jack Cheese,1.60 stick - each 1 oz,173.96,0,0,17.96,0.01,0.17,0.04,0.1,0.04,0.38,8.16,399.85,0,10.43,0.12,1.18,324.55,0.02,0.34,12.02,0.01,204.35,47.17,6.58,273.07,1.38,0.74,0,0,0.23,0.74,14.15,41.73,4.09,0.12,0.3,0.42,8.91,0.35,0.05,0.38,0.68,1.05,0.91,0.29,0.58,10.94,0.39,0.14,0.53,0.73,1358.49,135.849,194.331
10/29/2017,"Broccoli, Cooked from Frozen",2.50 FDA Serving Size,59.5,0,0,192.78,0.12,0.17,0.97,0.58,0.28,0,119,2148.38,85.21,0,2.4,187.21,70.13,0.07,1.3,27.62,0.47,104.13,301.75,1.49,23.38,0.6,11.37,6.38,1.45,3.12,4.99,0.26,0,0.02,0.09,0.03,0.12,0.04,0,0.05,0.12,0.26,0.31,0.33,0.08,0.2,6.59,0.21,0.07,0.15,0.3,1358.49,135.849,194.331
10/29/2017,"Morton, Salt Mixture, Lite",2.00 x 0.25 Teaspoon,0.01,0,,,,,,,,0,,,,,,,1.12,,,1.68,,,708.4,,551.6,,0.03,,,,0.03,0.03,,,,,,,,,,,,,,,0,,,,,1358.49,135.849,194.331
10/30/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.91,143.091,193.72
10/30/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,1430.91,143.091,193.72
10/30/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,1430.91,143.091,193.72
10/30/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.91,143.091,193.72
10/30/2017,"Chicken Breast, Skin Removed Before Cooking",1.54 cup,652.29,0,0,244.18,0.25,0.44,46.83,3.66,2.26,1.28,15.08,109.34,0,18.85,1.02,1.13,56.56,0.19,4,101.8,0.06,814.43,931.31,92,290.33,4.64,0,0,0,0,0,17,320.49,5.81,0.38,3.09,3.7,4.79,0.34,1.49,3.62,6.15,8.74,9.9,3.22,4.62,116.55,4.92,1.36,3.93,5.78,1430.91,143.091,193.72
10/30/2017,"Morton, Salt Mixture, Lite",2.00 x 0.25 Teaspoon,0.01,0,,,,,,,,0,,,,,,,1.12,,,1.68,,,708.4,,551.6,,0.03,,,,0.03,0.03,,,,,,,,,,,,,,,0,,,,,1430.91,143.091,193.72
10/30/2017,"Chicken Wing, Skin Eaten",3.00 medium,274.32,0,0,64.15,0.07,0.17,6.83,0.93,0.6,0.38,9.72,42.12,0,7.56,0.75,0.32,19.44,0.04,0.91,20.52,0.01,158.76,228.96,27.54,105.84,1.77,0,0,0,0,0,18.22,152.28,8.32,0.2,3.58,3.88,5.37,0.09,0.27,0.96,1.26,2.13,2.47,0.67,1.04,25.69,1.15,0.32,0.93,1.33,1430.91,143.091,193.72
10/30/2017,Kimchi,7.00 FDA Serving Size,116.56,0,0,557.88,0.21,0.38,5.1,0.59,1,0.18,249.32,14863.18,222.51,0,0.86,220.3,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0,0.28,0.59,0.35,0.93,0.39,0,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52,1430.91,143.091,193.72
10/30/2017,"Spinach, Raw","3.00 cup, cut pieces",20.7,0,0,82.26,0.07,0.17,0.65,0.06,0.18,0,174.61,8439.62,25.29,0,1.76,434.63,89.1,0.12,2.44,71.1,0.81,44.1,502.22,0.9,71.1,0.48,3.27,1.98,0.09,0.38,1.29,0.35,0,0.01,0.12,0.02,0.15,0.06,0,0.03,0.06,0.13,0.2,0.16,0.05,0.12,2.57,0.11,0.04,0.1,0.14,1430.91,143.091,193.72
10/30/2017,Colby Jack Cheese,2.50 stick - each 1 oz,271.81,0,0,28.07,0.01,0.27,0.07,0.15,0.06,0.59,12.76,624.76,0,16.3,0.19,1.84,507.11,0.03,0.52,18.78,0.01,319.29,73.71,10.28,426.67,2.15,1.15,0,0,0.36,1.15,22.11,65.21,6.39,0.19,0.47,0.66,13.92,0.55,0.09,0.6,1.06,1.64,1.42,0.45,0.9,17.1,0.61,0.22,0.82,1.14,1430.91,143.091,193.72
10/30/2017,Wendy's Caesar side salad,1.00 each,60.22,0,0,93.53,0.07,0.07,0.35,0.15,0.07,0.02,112.68,7317.5,5.29,0.55,0.29,84.53,95.23,0.05,0.83,14.24,0.14,35.42,250.03,0.58,90.11,0.25,3.56,1.88,0,1.69,1.68,3.97,9.57,1.07,0.15,0.14,0.28,2.33,0.15,0.03,0.07,0.17,0.3,0.24,0.07,0.16,3.48,0.15,0.05,0.12,0.18,1430.91,143.091,193.72
10/31/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.83,127.083,190.321
10/31/2017,"Centrum, Silver",1.00 Tablet,,,,,1.5,1.7,20,10,3,25,400,2500,60,1000,33.62,30,220,0.5,,50,2.3,20,80,19,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1270.83,127.083,190.321
10/31/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,1270.83,127.083,190.321
10/31/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270.83,127.083,190.321
10/31/2017,"Chicken Breast, Skin Removed Before Cooking",0.92 cup,392.36,0,0,146.87,0.15,0.26,28.17,2.2,1.36,0.77,9.07,65.77,0,11.34,0.61,0.68,34.02,0.11,2.4,61.23,0.04,489.88,560.19,55.34,174.63,2.79,0,0,0,0,0,10.23,192.78,3.49,0.23,1.86,2.22,2.88,0.2,0.9,2.17,3.7,5.26,5.96,1.94,2.78,70.1,2.96,0.82,2.37,3.48,1270.83,127.083,190.321
10/31/2017,"Chicken Breast, Skin Removed Before Cooking",0.99 medium - split,205.99,0,0,77.11,0.08,0.14,14.79,1.16,0.71,0.4,4.76,34.53,0,5.95,0.32,0.36,17.86,0.06,1.26,32.15,0.02,257.19,294.1,29.05,91.68,1.46,0,0,0,0,0,5.37,101.21,1.83,0.12,0.98,1.17,1.51,0.11,0.47,1.14,1.94,2.76,3.13,1.02,1.46,36.8,1.55,0.43,1.24,1.83,1270.83,127.083,190.321
10/31/2017,"Louisiana Brand, Wing Sauce",4.00 Tbsp,40.2,,,,,,,,,,,1999.8,48,,,,0,,0,,,,,,1999.8,,4,,,,4,,,,,,,,,,,,,,,,0,,,,,1270.83,127.083,190.321
10/31/2017,Kimchi,7.00 FDA Serving Size,116.56,0,0,557.88,0.21,0.38,5.1,0.59,1,0.18,249.32,14863.18,222.51,0,0.86,220.3,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0,0.28,0.59,0.35,0.93,0.39,0,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52,1270.83,127.083,190.321
10/31/2017,"Asparagus, Cooked from Fresh","1.89 cup, cut pieces",74.84,0,0,315.12,0.55,0.47,3.69,0.77,0.27,0,506.89,3422.35,26.19,0,5.1,172.14,78.24,0.56,3.1,47.63,0.52,183.7,762.04,20.75,47.63,2.04,13.98,6.8,0,4.42,7.18,0.75,0,0,0.1,0.26,0.36,0.16,0,0.12,0.18,0.28,0.48,0.38,0.12,0.28,8.16,0.31,0.1,0.19,0.43,1270.83,127.083,190.321
10/31/2017,Colby Jack Cheese,1.30 stick - each 1 oz,141.34,0,0,14.6,0.01,0.14,0.03,0.08,0.03,0.31,6.63,324.88,0,8.48,0.1,0.96,263.7,0.01,0.27,9.77,0,166.03,38.33,5.34,221.87,1.12,0.6,0,0,0.19,0.6,11.5,33.91,3.32,0.1,0.24,0.34,7.24,0.28,0.04,0.31,0.55,0.85,0.74,0.23,0.47,8.89,0.32,0.11,0.43,0.59,1270.83,127.083,190.321
10/31/2017,"Spinach, Raw",1.00 x 0.25 bunch,19.55,0,0,77.69,0.07,0.16,0.62,0.06,0.17,0,164.9,7970.45,23.89,0,1.67,410.47,84.15,0.11,2.3,67.15,0.76,41.65,474.3,0.85,67.15,0.45,3.09,1.87,0.09,0.36,1.22,0.33,0,0.01,0.12,0.02,0.14,0.05,0,0.03,0.05,0.12,0.19,0.15,0.05,0.11,2.43,0.1,0.03,0.09,0.14,1270.83,127.083,190.321
10/31/2017,"Butter, Salted",1.60 tbsp,162.61,0,0,3.6,0,0.01,0.01,0.02,0,0.04,0.68,566.76,0,2.33,0.53,1.59,5.44,0,0,0.45,0,5.44,5.44,0.23,145.83,0.02,0.01,0,0,0.01,0.01,18.4,48.76,4.77,0.07,0.62,0.69,11.65,0.74,0,0.01,0.01,0.02,0.02,0,0.01,0.19,0.01,0,0.01,0.01,1270.83,127.083,190.321
10/31/2017,"Sargento Foods Inc, Light String Cheese",1.00 PIECE,49.98,,,,,,,,,,,199.92,0,,,,149.94,,0,,,99.96,19.95,,160.02,,1,0,,0,1,2.5,10.08,,,,,1.5,0,,,,,,,,6,,,,,1270.83,127.083,190.321
10/31/2017,Dill Pickles,"2.00 large - 4"" long",32.4,0,0,254.72,0.12,0.15,0.29,0.54,0.09,0,21.6,337.5,6.21,0,0.08,46.71,153.9,0.08,0.7,18.9,0.17,43.2,315.9,0,2184.3,0.27,6.51,2.7,0.92,2.89,3.81,0.81,0,0.01,0.19,0.14,0.33,0.21,0,0.01,0.02,0.05,0.07,0.07,0.01,0.05,1.35,0.05,0.01,0.03,0.05,1270.83,127.083,190.321
11/1/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.66,123.966,190.643
11/1/2017,"Centrum, Silver",1.00 Tablet,,,,,1.5,1.7,20,10,3,25,400,2500,60,1000,33.62,30,220,0.5,,50,2.3,20,80,19,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1239.66,123.966,190.643
11/1/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,1239.66,123.966,190.643
11/1/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.66,123.966,190.643
11/1/2017,"Chicken Breast, Skin Removed Before Cooking",0.94 medium - split,196.18,0,0,73.44,0.07,0.13,14.09,1.1,0.68,0.39,4.54,32.89,0,5.67,0.31,0.34,17.01,0.06,1.2,30.62,0.02,244.94,280.09,27.67,87.32,1.39,0,0,0,0,0,5.11,96.39,1.75,0.11,0.93,1.11,1.44,0.1,0.45,1.09,1.85,2.63,2.98,0.97,1.39,35.05,1.48,0.41,1.18,1.74,1239.66,123.966,190.643
11/1/2017,"Chicken Breast, Skin Removed Before Cooking",0.94 medium - split,196.18,0,0,73.44,0.07,0.13,14.09,1.1,0.68,0.39,4.54,32.89,0,5.67,0.31,0.34,17.01,0.06,1.2,30.62,0.02,244.94,280.09,27.67,87.32,1.39,0,0,0,0,0,5.11,96.39,1.75,0.11,0.93,1.11,1.44,0.1,0.45,1.09,1.85,2.63,2.98,0.97,1.39,35.05,1.48,0.41,1.18,1.74,1239.66,123.966,190.643
11/1/2017,Kimchi,7.00 FDA Serving Size,116.56,0,0,557.88,0.21,0.38,5.1,0.59,1,0.18,249.32,14863.18,222.51,0,0.86,220.3,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0,0.28,0.59,0.35,0.93,0.39,0,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52,1239.66,123.966,190.643
11/1/2017,"Chicken Breast, Skin Removed Before Cooking",0.92 cup,392.36,0,0,146.87,0.15,0.26,28.17,2.2,1.36,0.77,9.07,65.77,0,11.34,0.61,0.68,34.02,0.11,2.4,61.23,0.04,489.88,560.19,55.34,174.63,2.79,0,0,0,0,0,10.23,192.78,3.49,0.23,1.86,2.22,2.88,0.2,0.9,2.17,3.7,5.26,5.96,1.94,2.78,70.1,2.96,0.82,2.37,3.48,1239.66,123.966,190.643
11/1/2017,"Spinach, Raw","3.00 cup, cut pieces",20.7,0,0,82.26,0.07,0.17,0.65,0.06,0.18,0,174.61,8439.62,25.29,0,1.76,434.63,89.1,0.12,2.44,71.1,0.81,44.1,502.22,0.9,71.1,0.48,3.27,1.98,0.09,0.38,1.29,0.35,0,0.01,0.12,0.02,0.15,0.06,0,0.03,0.06,0.13,0.2,0.16,0.05,0.12,2.57,0.11,0.04,0.1,0.14,1239.66,123.966,190.643
11/1/2017,Colby Jack Cheese,2.60 stick - each 1 oz,282.68,0,0,29.19,0.01,0.28,0.07,0.15,0.06,0.61,13.27,649.75,0,16.95,0.2,1.92,527.4,0.03,0.55,19.53,0.01,332.06,76.66,10.69,443.73,2.24,1.2,0,0,0.38,1.2,22.99,67.81,6.65,0.2,0.48,0.68,14.48,0.57,0.09,0.62,1.1,1.7,1.48,0.47,0.94,17.78,0.63,0.23,0.86,1.19,1239.66,123.966,190.643
11/2/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.92,128.492,190.402
11/2/2017,"Centrum, Silver",1.00 Tablet,,,,,1.5,1.7,20,10,3,25,400,2500,60,1000,33.62,30,220,0.5,,50,2.3,20,80,19,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1284.92,128.492,190.402
11/2/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,1284.92,128.492,190.402
11/2/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.92,128.492,190.402
11/2/2017,"Chicken Breast, Skin Removed Before Cooking",1.39 cup,588.54,0,0,220.31,0.22,0.39,42.26,3.31,2.04,1.16,13.61,98.66,0,17.01,0.92,1.02,51.03,0.17,3.61,91.85,0.06,734.82,840.28,83.01,261.95,4.18,0,0,0,0,0,15.34,289.17,5.24,0.34,2.79,3.33,4.32,0.31,1.35,3.26,5.55,7.89,8.93,2.91,4.17,105.15,4.44,1.23,3.55,5.22,1284.92,128.492,190.402
11/2/2017,"Asparagus, Cooked from Fresh","1.26 cup, cut pieces",49.9,0,0,210.08,0.37,0.32,2.46,0.51,0.18,0,337.93,2281.57,17.46,0,3.4,114.76,52.16,0.37,2.06,31.75,0.35,122.47,508.02,13.83,31.75,1.36,9.32,4.54,0,2.95,4.79,0.5,0,0,0.07,0.17,0.24,0.11,0,0.08,0.12,0.19,0.32,0.26,0.08,0.19,5.44,0.21,0.07,0.13,0.28,1284.92,128.492,190.402
11/2/2017,Dill Pickles,"1.00 large - 4"" long",16.2,0,0,127.36,0.06,0.08,0.15,0.27,0.05,0,10.8,168.75,3.11,0,0.04,23.36,76.95,0.04,0.35,9.45,0.08,21.6,157.95,0,1092.15,0.14,3.25,1.35,0.46,1.44,1.9,0.41,0,0.01,0.09,0.07,0.16,0.11,0,0.01,0.01,0.03,0.04,0.04,0.01,0.02,0.68,0.02,0.01,0.01,0.03,1284.92,128.492,190.402
11/2/2017,"Eggs, Cooked",4.00 extra large,347.2,0,0,167.15,0.15,1.15,0.14,3.13,0.27,2.49,98.56,1164.8,0,194.88,2.31,0.67,112,0.03,2.67,22.4,0.06,385.28,282.24,68.99,277.76,2.35,2.51,0,0,2.51,2.51,23.77,835.52,9.13,0.15,2.99,3.17,7.32,0,0.65,0.67,1.54,2.41,2.02,0.88,1.5,28.18,1.35,0.34,1.15,1.72,1284.92,128.492,190.402
11/2/2017,"Coffee, Prepared From Grounds",3.00 large or venti - each 20 fl oz,17.76,0,710.4,1765.17,0.25,1.35,3.39,4.51,0.02,0,35.52,0,0,0,0.18,1.78,35.52,0.04,0.18,53.28,0.41,53.28,870.24,0,35.52,0.36,8.35,8.35,0,0,0,0.36,0,0.27,0,0.02,0.02,0.04,0,0.04,0.04,0.04,0.09,0.02,0,0.05,2.13,0.02,0,0.04,0.05,1284.92,128.492,190.402
11/2/2017,Kimchi,7.00 FDA Serving Size,116.56,0,0,557.88,0.21,0.38,5.1,0.59,1,0.18,249.32,14863.18,222.51,0,0.86,220.3,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0,0.28,0.59,0.35,0.93,0.39,0,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52,1284.92,128.492,190.402
11/2/2017,"Spinach, Raw","2.00 cup, cut pieces",13.8,0,0,54.84,0.05,0.11,0.43,0.04,0.12,0,116.4,5626.41,16.86,0,1.18,289.75,59.4,0.08,1.63,47.4,0.54,29.4,334.81,0.6,47.4,0.32,2.18,1.32,0.06,0.25,0.86,0.23,0,0.01,0.08,0.02,0.1,0.04,0,0.02,0.04,0.09,0.13,0.1,0.03,0.08,1.72,0.07,0.02,0.06,0.1,1284.92,128.492,190.402
11/2/2017,"Sargento Foods Inc, Light String Cheese",2.00 PIECE,99.96,,,,,,,,,,,399.84,0,,,,299.88,,0,,,199.92,39.9,,320.04,,2,0,,0,2,5,20.16,,,,,3,0,,,,,,,,12,,,,,1284.92,128.492,190.402
11/2/2017,"Morton, Salt Mixture, Lite",1.00 x 0.25 Teaspoon,0,0,,,,,,,,0,,,,,,,0.56,,,0.84,,,354.2,,275.8,,0.01,,,,0.01,0.01,,,,,,,,,,,,,,,0,,,,,1284.92,128.492,190.402
11/3/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.85,118.585,188.835
11/3/2017,"Centrum, Silver",1.00 Tablet,,,,,1.5,1.7,20,10,3,25,400,2500,60,1000,33.62,30,220,0.5,,50,2.3,20,80,19,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1185.85,118.585,188.835
11/3/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,1185.85,118.585,188.835
11/3/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.85,118.585,188.835
11/3/2017,"Chicken Breast, Skin Removed Before Cooking",1.19 cup,505.16,0,0,189.1,0.19,0.34,36.27,2.84,1.75,0.99,11.68,84.68,0,14.6,0.79,0.88,43.8,0.15,3.1,78.84,0.05,630.72,721.24,71.25,224.84,3.59,0,0,0,0,0,13.17,248.2,4.5,0.29,2.39,2.86,3.71,0.26,1.16,2.8,4.77,6.77,7.67,2.5,3.58,90.26,3.81,1.05,3.05,4.48,1185.85,118.585,188.835
11/3/2017,"Louisiana Brand, Wing Sauce",4.00 Tbsp,40.2,,,,,,,,,,,1999.8,48,,,,0,,0,,,,,,1999.8,,4,,,,4,,,,,,,,,,,,,,,,0,,,,,1185.85,118.585,188.835
11/3/2017,"Cauliflower, Raw","0.87 medium - head - 5"" to 6"" diameter",127.57,0,0,469.83,0.26,0.31,2.59,3.4,0.94,0,290.87,0,245.96,0,0.41,79.1,112.26,0.2,2.14,76.54,0.79,224.53,1525.77,3.06,153.09,1.38,25.36,10.21,1.84,9.75,15.16,1.43,0,0.17,0.08,0.08,0.16,0.66,0,0.1,0.29,0.36,0.54,1.11,0.1,0.33,9.8,0.39,0.1,0.26,0.64,1185.85,118.585,188.835
11/3/2017,"Sargento Foods Inc, Light String Cheese",1.00 PIECE,49.98,,,,,,,,,,,199.92,0,,,,149.94,,0,,,99.96,19.95,,160.02,,1,0,,0,1,2.5,10.08,,,,,1.5,0,,,,,,,,6,,,,,1185.85,118.585,188.835
11/3/2017,"Broccoli, Cooked From Fresh","1.00 cup, chopped",54.6,0,0,139.23,0.1,0.19,0.86,0.96,0.31,0,168.48,2414.84,101.24,0,3.15,219.96,62.4,0.1,1.05,32.76,0.3,104.52,457.07,2.5,63.96,0.7,11.2,5.15,0,2.17,6.05,0.64,0,0.06,0.19,0.08,0.27,0.12,0,0.05,0.1,0.14,0.23,0.24,0.07,0.18,3.71,0.15,0.05,0.09,0.22,1185.85,118.585,188.835
11/3/2017,"Bacon, Pork","4.00 slice - 6"" long",149.76,0,0,7.57,0.18,0.07,3.35,0.35,0.17,0.35,0,11.84,0,5.44,0.13,0,3.52,0.03,0.3,9.92,0.01,124.16,159.68,16.22,538.88,0.98,0.54,0,0,0.29,0.54,11.23,31.68,4.97,0.08,1.76,1.96,3.83,0.05,0.12,0.45,0.52,0.9,0.97,0.3,0.45,10.85,0.48,0.13,0.43,0.55,1185.85,118.585,188.835
11/3/2017,"Eggs, Cooked",2.00 extra large,173.6,0,0,83.57,0.07,0.57,0.07,1.57,0.14,1.24,49.28,582.4,0,97.44,1.15,0.34,56,0.01,1.33,11.2,0.03,192.64,141.12,34.5,138.88,1.18,1.25,0,0,1.25,1.25,11.88,417.76,4.57,0.08,1.5,1.58,3.66,0,0.33,0.33,0.77,1.2,1.01,0.44,0.75,14.09,0.68,0.17,0.57,0.86,1185.85,118.585,188.835
11/3/2017,"Morton, Sea Salt",2.00 x 0.25 tsp,0,,,,,,,,,,,,,,,,,,,,,,,,1139.99,,0,,,,0,0,,,,,,,,,,,,,,,0,,,,,1185.85,118.585,188.835
11/3/2017,"Sargento Foods Inc, Light String Cheese",1.00 PIECE,49.98,,,,,,,,,,,199.92,0,,,,149.94,,0,,,99.96,19.95,,160.02,,1,0,,0,1,2.5,10.08,,,,,1.5,0,,,,,,,,6,,,,,1185.85,118.585,188.835
11/4/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.47,130.147,187.195
11/4/2017,"Centrum, Silver",1.00 Tablet,,,,,1.5,1.7,20,10,3,25,400,2500,60,1000,33.62,30,220,0.5,,50,2.3,20,80,19,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1301.47,130.147,187.195
11/4/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,1301.47,130.147,187.195
11/4/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301.47,130.147,187.195
11/4/2017,"Chicken Breast, Skin Removed Before Cooking",0.94 medium - split,196.18,0,0,73.44,0.07,0.13,14.09,1.1,0.68,0.39,4.54,32.89,0,5.67,0.31,0.34,17.01,0.06,1.2,30.62,0.02,244.94,280.09,27.67,87.32,1.39,0,0,0,0,0,5.11,96.39,1.75,0.11,0.93,1.11,1.44,0.1,0.45,1.09,1.85,2.63,2.98,0.97,1.39,35.05,1.48,0.41,1.18,1.74,1301.47,130.147,187.195
11/4/2017,"Provisionaire &, Original Beef Jerkey",4.00 oz,324.32,,,,,,,,,,,0,0,,,,0,,10.93,,,,,,1579.64,,16.2,4.08,,12.14,12.12,4.05,121.34,,,,,0,0,,,,,,,,56.7,,,,,1301.47,130.147,187.195
11/4/2017,"Elk, Ground Meat","0.92 cup, crumbled",218.86,0,0,72.73,0.14,0.36,6.03,1.19,0.48,2.91,9.07,0,0,0,0.65,2.03,11.34,0.16,3.79,27.22,0.01,250.61,401.43,10.21,96.39,7.44,0,0,0,0,0,9.91,88.45,3.13,0.01,0.38,0.47,4.54,0.17,0.3,0.93,1.27,2.25,2.47,0.74,1.11,30.21,1.21,0.27,0.94,1.4,1301.47,130.147,187.195
11/4/2017,"Broccoli, Cooked from Frozen",2.50 FDA Serving Size,59.5,0,0,192.78,0.12,0.17,0.97,0.58,0.28,0,119,2148.38,85.21,0,2.4,187.21,70.13,0.07,1.3,27.62,0.47,104.13,301.75,1.49,23.38,0.6,11.37,6.38,1.45,3.12,4.99,0.26,0,0.02,0.09,0.03,0.12,0.04,0,0.05,0.12,0.26,0.31,0.33,0.08,0.2,6.59,0.21,0.07,0.15,0.3,1301.47,130.147,187.195
11/4/2017,Kimchi,7.00 FDA Serving Size,116.56,0,0,557.88,0.21,0.38,5.1,0.59,1,0.18,249.32,14863.18,222.51,0,0.86,220.3,430.61,0.32,4.26,86.54,0.86,223.46,1265.35,4.34,1010.77,1.17,17.45,5.01,2.71,7.74,12.44,2.12,0,0.28,0.59,0.35,0.93,0.39,0,0.14,0.24,0.54,0.73,0.72,0.16,0.38,11.04,0.41,0.12,0.29,0.52,1301.47,130.147,187.195
