Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
12/19/2017,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99
12/19/2017,"Salami, Hard, Beef and Pork","0.77 Serving (11 small slice - 1 3/4"" diameter x 1/8"" - each 0.2 oz)",160.74,0,0,17.52,0.16,0.08,2.6,0.43,0.19,0.49,0,15.31,0,15.31,0.27,0,10.21,0.04,0.58,8.5,0.4,81.65,154.36,14.29,746.73,1.14,0.31,0,0,0.11,0.31,13.46,45.93,6.26,0.09,1.87,2.08,4.86,0.2,0.1,0.36,0.42,0.74,0.8,0.25,0.37,8.96,0.39,0.11,0.36,0.45
12/19/2017,Kimchi,1.18 FDA Serving Size,19.59,0,0,93.76,0.04,0.06,0.86,0.1,0.17,0.03,41.9,2498.01,37.4,0,0.15,37.03,72.37,0.05,0.72,14.55,0.15,37.56,212.66,0.73,169.88,0.2,2.93,0.84,0.46,1.3,2.09,0.36,0,0.05,0.1,0.06,0.16,0.07,0,0.02,0.04,0.09,0.12,0.12,0.03,0.06,1.86,0.07,0.02,0.05,0.09
12/20/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
12/20/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2017,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2017,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",1.00 x 0.25 cup,180.04,,,,,,,,,,,0,0,,,,19.88,,1.44,,,,,,210,,4,3,,1,1.01,14,0,,,,,2,0,,,,,,,,8,,,,
12/20/2017,Kimchi,"1.00 cup, cut pieces",29.39,0,0,140.64,0.05,0.1,1.29,0.15,0.25,0.05,62.85,3747.02,56.1,0,0.22,55.54,108.56,0.08,1.07,21.82,0.22,56.34,319,1.09,254.82,0.3,4.4,1.26,0.68,1.95,3.14,0.54,0,0.07,0.15,0.09,0.24,0.1,0,0.03,0.06,0.14,0.18,0.18,0.04,0.1,2.78,0.1,0.03,0.07,0.13
12/20/2017,"Chicken Drumstick, Skin Eaten",2.00 medium,238.96,0,0,71.53,0.07,0.42,8.24,1.16,0.5,1.93,10.44,54.52,0,17.4,0.09,0,19.72,0.15,1.68,31.32,0.02,249.4,264.48,35.03,121.8,3.89,0.08,0,0,0,0.08,11.54,155.44,4.17,0.2,3.06,3.33,3.4,0.16,0.29,0.82,0.88,2.12,2.51,0.8,1,31.63,1.1,0.32,0.9,1
12/20/2017,"Chicken Drumstick, Skin Eaten",2.00 medium,238.96,0,0,71.53,0.07,0.42,8.24,1.16,0.5,1.93,10.44,54.52,0,17.4,0.09,0,19.72,0.15,1.68,31.32,0.02,249.4,264.48,35.03,121.8,3.89,0.08,0,0,0,0.08,11.54,155.44,4.17,0.2,3.06,3.33,3.4,0.16,0.29,0.82,0.88,2.12,2.51,0.8,1,31.63,1.1,0.32,0.9,1
12/20/2017,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",1.00 x 0.25 cup,180.04,,,,,,,,,,,0,0,,,,19.88,,1.44,,,,,,210,,4,3,,1,1.01,14,0,,,,,2,0,,,,,,,,8,,,,
12/20/2017,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99
12/20/2017,"Broccoli, Cooked from Frozen",4.00 FDA Serving Size,95.2,0,0,308.45,0.19,0.28,1.56,0.93,0.44,0,190.4,3437.4,136.34,0,3.84,299.54,112.2,0.12,2.07,44.2,0.76,166.6,482.8,2.38,37.4,0.95,18.19,10.2,2.31,5,7.99,0.41,0,0.03,0.14,0.04,0.19,0.06,0,0.07,0.19,0.41,0.49,0.53,0.13,0.32,10.54,0.34,0.11,0.24,0.48
12/20/2017,"Cheddar Cheese, Natural","0.59 cup, grated",270.68,0,0,24.8,0.02,0.29,0.04,0.27,0.04,0.74,18.09,832.14,0,16.08,0.48,1.61,475.7,0.02,0.09,18.09,0.02,304.85,50.92,19.1,437.51,2.44,2.07,0,0,0.32,2.07,22.32,66.33,5.54,0.1,0.82,0.95,12.64,0.61,0.08,0.37,0.81,1.3,0.69,0.37,0.72,15.32,0.7,0.37,0.74,0.94
12/20/2017,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99
12/21/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
12/21/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2017,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2017,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99
12/21/2017,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",1.00 x 0.25 cup,180.04,,,,,,,,,,,0,0,,,,19.88,,1.44,,,,,,210,,4,3,,1,1.01,14,0,,,,,2,0,,,,,,,,8,,,,
12/21/2017,"Planters, Peanuts, Salted",2.02 x 35.0 Each,344.24,0,,,,,8.1,,,,,0,0,,6.11,,40.5,0.61,2.92,81,1.01,202.5,404.99,,232.87,,10.12,4.05,,2.02,6.07,28.35,0,14.17,,,9.11,4.05,,,,,,,,,14.17,,,,
12/21/2017,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99
12/21/2017,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
12/21/2017,"Moser Roth, Finest Dark, 85% Cocoa",1.00 Bar,149.28,,,,,,,,,,,,,,,,,,,,,,,,25,,5.1,,,3.5,5.1,12.5,,,,,,7.7,,,,,,,,,2.8,,,,
12/21/2017,Kimchi,1.13 FDA Serving Size,18.81,0,0,90.01,0.03,0.06,0.82,0.1,0.16,0.03,40.23,2398.09,35.9,0,0.14,35.54,69.48,0.05,0.69,13.96,0.14,36.05,204.16,0.7,163.08,0.19,2.82,0.81,0.44,1.25,2.01,0.34,0,0.05,0.1,0.06,0.15,0.06,0,0.02,0.04,0.09,0.12,0.12,0.03,0.06,1.78,0.07,0.02,0.05,0.08
12/22/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
12/22/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2017,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2017,"Eggs, Cooked",2.00 medium,136.4,0,0,65.67,0.06,0.45,0.06,1.23,0.11,0.98,38.72,457.6,0,76.56,0.91,0.26,44,0.01,1.05,8.8,0.02,151.36,110.88,27.1,109.12,0.92,0.99,0,0,0.99,0.99,9.34,328.24,3.59,0.06,1.18,1.24,2.87,0,0.26,0.26,0.6,0.95,0.8,0.34,0.59,11.07,0.53,0.13,0.45,0.67
12/22/2017,"Egg Whites Only, Cooked","0.87 cup, chopped",73.71,0,0,124.13,0.01,0.62,0.15,0.27,0.01,0.13,5.67,0,0,0,0,0,9.92,0.03,0.11,15.59,0.02,21.26,231.05,28.35,235.3,0.04,1.03,0,0,1.01,1.03,0.24,0,0,0,0,0,0,0,0.41,0.41,0.94,1.44,1.14,0.57,0.97,15.45,0.64,0.18,0.65,1.15
12/22/2017,"Bacon, Pork","4.00 slice - 6"" long",149.76,0,0,7.57,0.18,0.07,3.35,0.35,0.17,0.35,0,11.84,0,5.44,0.13,0,3.52,0.03,0.3,9.92,0.01,124.16,159.68,16.22,538.88,0.98,0.54,0,0,0.29,0.54,11.23,31.68,4.97,0.08,1.76,1.96,3.83,0.05,0.12,0.45,0.52,0.9,0.97,0.3,0.45,10.85,0.48,0.13,0.43,0.55
12/22/2017,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
12/22/2017,Walnuts,"1.27 Serving (6 tbsp, ground)",248.52,0,0,1.55,0.13,0.06,0.43,0.22,0.2,0,37.24,7.6,0.49,0,0.27,1.03,37.24,0.6,1.11,60.04,1.3,131.48,167.58,1.86,0.76,1.17,5.21,2.55,0.02,0.99,2.66,24.78,0,3.39,3.45,14.48,17.93,2.33,0,0.08,0.15,0.24,0.44,0.16,0.09,0.27,5.79,0.23,0.06,0.15,0.29
12/22/2017,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99
12/22/2017,Kimchi,1.00 FDA Serving Size,16.65,0,0,79.7,0.03,0.05,0.73,0.08,0.14,0.03,35.62,2123.31,31.79,0,0.12,31.47,61.52,0.05,0.61,12.36,0.12,31.92,180.76,0.62,144.4,0.17,2.49,0.72,0.39,1.11,1.78,0.3,0,0.04,0.08,0.05,0.13,0.06,0,0.02,0.03,0.08,0.1,0.1,0.02,0.05,1.58,0.06,0.02,0.04,0.07
12/22/2017,Buffalo Chicken Wings,9.00 wing - half wing,660.92,0,0,114.5,0.11,0.26,10.21,1.41,0.92,0.58,15.78,399.42,11.59,12.57,1.56,9.65,33.8,0.07,1.45,31.81,0.04,241.38,368.27,41.13,905.72,2.67,0.33,0.06,0.03,0.2,0.26,55.47,253.46,25.1,0.43,8.48,9.14,19.1,4.61,0.4,1.43,1.89,3.18,3.69,1,1.55,38.44,1.72,0.49,1.38,1.99
12/22/2017,"Moser Roth, Finest Dark, 85% Cocoa",1.00 Bar,149.28,,,,,,,,,,,,,,,,,,,,,,,,25,,5.1,,,3.5,5.1,12.5,,,,,,7.7,,,,,,,,,2.8,,,,
12/23/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
12/23/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2017,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2017,Walnuts,"0.94 Serving (6 tbsp, ground)",185.41,0,0,1.15,0.1,0.04,0.32,0.16,0.15,0,27.78,5.67,0.37,0,0.2,0.77,27.78,0.45,0.82,44.79,0.97,98.09,125.02,1.39,0.57,0.88,3.89,1.9,0.02,0.74,1.99,18.49,0,2.53,2.57,10.8,13.37,1.74,0,0.06,0.11,0.18,0.33,0.12,0.07,0.2,4.32,0.17,0.05,0.12,0.21
12/23/2017,Baby Spinach ,141.00 g,33.18,,,,,,,,,,,13270.59,39.81,,,,132.71,,4.48,,,,779.65,,107.82,,4.98,3.32,,,1.66,,,,,,,,,,,,,,,,3.32,,,,
12/23/2017,Stuffed Olives,1.00 cup,234.88,0,0,121.95,0.03,0.01,0.38,0.04,0.05,0,4.86,636.62,0,0,6.17,2.27,84.23,0.19,0.79,17.82,0.03,6.48,68.04,1.46,2520.54,0.06,6.22,5.35,0,0.05,0.87,24.82,0,18.33,0.15,1.97,2.12,3.29,0,0,0.05,0.06,0.1,0.06,0.02,0.06,1.67,0.05,0,0.05,0.08
12/23/2017,"Chicken Drumstick, Skin Eaten",7.00 medium,836.36,0,0,250.34,0.23,1.48,28.84,4.08,1.75,6.74,36.54,190.82,0,60.9,0.32,0,69.02,0.51,5.89,109.62,0.07,872.9,925.68,122.61,426.3,13.6,0.28,0,0,0,0.28,40.4,544.04,14.59,0.69,10.72,11.64,11.9,0.56,1.02,2.88,3.07,7.42,8.79,2.79,3.49,110.72,3.87,1.12,3.15,3.49
12/23/2017,"Arla, Jalapeño Havarti",112.00 g,440,,,,,,,,,,,1200,,,,,800,,,,,,,,840,,2,,,,2,36,100,,,,,24,0,,,,,,,,24,,,,
12/23/2017,Kimchi,1.08 FDA Serving Size,18.02,0,0,86.26,0.03,0.06,0.79,0.09,0.15,0.03,38.55,2298.17,34.41,0,0.13,34.06,66.58,0.05,0.66,13.38,0.13,34.55,195.65,0.67,156.29,0.18,2.7,0.77,0.42,1.2,1.92,0.33,0,0.04,0.09,0.05,0.14,0.06,0,0.02,0.04,0.08,0.11,0.11,0.02,0.06,1.71,0.06,0.02,0.04,0.08
12/23/2017,"Almonds, Dry Roasted, Salted",1.00 FDA Serving Size,179.4,0,0,0.72,0.02,0.36,1.09,0.1,0.04,0,16.5,0.3,0,0,7.17,0,80.4,0.33,1.12,83.7,0.67,141.3,213.9,0.6,149.4,0.99,6.3,3.27,0.22,1.46,3.03,15.76,0,9.92,0,3.88,3.89,1.23,0,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
12/23/2017,"Broccoli, Cooked From Fresh","1.00 large - stalk - 11"" to 12"" long",98,0,0,249.9,0.18,0.34,1.55,1.72,0.56,0,302.4,4334.4,181.72,0,5.66,394.8,112,0.17,1.88,58.8,0.54,187.6,820.4,4.48,114.8,1.26,20.1,9.24,0,3.89,10.86,1.15,0,0.11,0.33,0.14,0.48,0.22,0,0.09,0.18,0.26,0.41,0.43,0.12,0.32,6.66,0.27,0.1,0.17,0.39
12/23/2017,"Mushrooms, Raw","2.36 cup, whole pieces",49.9,0,0,209.67,0.18,0.91,8.18,3.4,0.24,0.09,38.56,0,4.76,15.88,0.02,0,6.8,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0,0,0,0.36,0.36,0.11,0,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.1,0.53
12/24/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
12/24/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2017,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2017,"Chicken Drumstick, Skin Eaten",8.00 medium,955.84,0,0,286.1,0.26,1.69,32.96,4.66,2,7.7,41.76,218.08,0,69.6,0.37,0,78.88,0.58,6.73,125.28,0.08,997.6,1057.92,140.13,487.2,15.54,0.32,0,0,0,0.32,46.17,621.76,16.68,0.78,12.25,13.3,13.6,0.64,1.17,3.29,3.5,8.48,10.04,3.18,3.99,126.53,4.42,1.28,3.6,3.99
12/24/2017,Kimchi,"0.84 cup, cut pieces",24.68,0,0,118.14,0.04,0.08,1.08,0.12,0.21,0.04,52.8,3147.5,47.12,0,0.18,46.65,91.19,0.07,0.9,18.33,0.18,47.32,267.96,0.92,214.05,0.25,3.7,1.06,0.57,1.64,2.63,0.45,0,0.06,0.12,0.07,0.2,0.08,0,0.03,0.05,0.11,0.15,0.15,0.03,0.08,2.34,0.09,0.03,0.06,0.11
12/24/2017,"Broccoli, Cooked from Frozen",2.00 FDA Serving Size,47.6,0,0,154.22,0.09,0.14,0.78,0.47,0.22,0,95.2,1718.7,68.17,0,1.92,149.77,56.1,0.06,1.04,22.1,0.38,83.3,241.4,1.19,18.7,0.48,9.09,5.1,1.16,2.5,3.99,0.2,0,0.01,0.07,0.02,0.09,0.03,0,0.04,0.09,0.21,0.25,0.27,0.06,0.16,5.27,0.17,0.05,0.12,0.24
12/24/2017,"Kale, Raw",1.00 FDA Serving Size,41.65,0,0,71.43,0.09,0.11,0.85,0.08,0.23,0,119.85,8491.5,102,0,1.31,599.08,127.5,1.27,1.25,39.95,0.56,78.2,417.35,0.77,32.3,0.48,7.44,3.06,0.43,1.92,4.38,0.79,0,0.04,0.15,0.12,0.29,0.08,0,0.04,0.06,0.17,0.2,0.17,0.03,0.14,3.64,0.12,0.03,0.1,0.15
12/24/2017,"Arla, Jalapeño Havarti",2.00 oz,222.75,,,,,,,,,,,607.49,,,,,404.99,,,,,,,,425.24,,1.01,,,,1.01,18.22,50.62,,,,,12.15,0,,,,,,,,12.15,,,,
12/24/2017,"Macadamia Nuts, Roasted, Salted",2.00 FDA Serving Size,429.6,0,0,0.97,0.43,0.05,1.36,0.36,0.22,0,6,0,0.42,0,0.34,0,42,0.34,1.59,70.8,1.82,118.8,217.8,7.02,211.8,0.77,7.7,4.8,0.63,2.48,2.9,45.65,0,35.57,0.12,0.78,0.9,7.17,0,0,0.12,0.19,0.36,0.01,0.01,0.39,4.67,0.22,0.04,0.3,0.21
12/24/2017,"Arla, Jalapeño Havarti",67.00 g,263.21,,,,,,,,,,,717.86,,,,,478.57,,,,,,,,502.5,,1.2,,,,1.2,21.54,59.82,,,,,14.36,0,,,,,,,,14.36,,,,
12/24/2017,"Broccoli, Cooked From Fresh","1.00 cup, chopped",54.6,0,0,139.23,0.1,0.19,0.86,0.96,0.31,0,168.48,2414.84,101.24,0,3.15,219.96,62.4,0.1,1.05,32.76,0.3,104.52,457.07,2.5,63.96,0.7,11.2,5.15,0,2.17,6.05,0.64,0,0.06,0.19,0.08,0.27,0.12,0,0.05,0.1,0.14,0.23,0.24,0.07,0.18,3.71,0.15,0.05,0.09,0.22
12/25/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2017,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
12/25/2017,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2017,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2017,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2017,"Bacon, Pork","2.00 slice - 6"" long",74.88,0,0,3.78,0.09,0.04,1.67,0.18,0.09,0.17,0,5.92,0,2.72,0.07,0,1.76,0.02,0.15,4.96,0,62.08,79.84,8.11,269.44,0.49,0.27,0,0,0.14,0.27,5.61,15.84,2.48,0.04,0.88,0.98,1.91,0.02,0.06,0.22,0.26,0.45,0.49,0.15,0.23,5.43,0.24,0.07,0.22,0.28
12/25/2017,"Arla, Jalapeño Havarti",120.00 g,471.43,,,,,,,,,,,1285.71,,,,,857.14,,,,,,,,900,,2.14,,,,2.14,38.57,107.14,,,,,25.71,0,,,,,,,,25.71,,,,
12/25/2017,"Cranberries, Fresh","1.03 x 0.5 cup, chopped",26.08,0,0,49.51,0.01,0.01,0.06,0.17,0.03,0,0.57,35.72,7.94,0,0.75,2.83,4.54,0.03,0.13,3.4,0.15,6.24,45.36,0.06,1.13,0.05,6.79,2.04,0,2.42,4.75,0.07,0,0.01,0.01,0.02,0.03,0,0,0,0.01,0.02,0.03,0.02,0,0.02,0.26,0.02,0,0.02,0.03
12/25/2017,"Turkey drumstick, skin eaten",2.00 medium - from 14 to 18 lb turkey,840.48,0,0,251.57,0.23,1.49,28.98,4.1,1.75,6.77,36.72,191.76,0,61.2,0.33,0,69.36,0.51,5.92,110.16,0.07,877.2,930.24,123.22,428.4,13.67,0.29,0,0,0,0.29,40.6,546.72,14.66,0.69,10.77,11.7,11.95,0.56,1.03,2.9,3.08,7.45,8.83,2.8,3.5,111.26,3.88,1.12,3.17,3.5
12/25/2017,"Turkey neck, skin eaten",0.67 FDA Serving Size,135.51,0,0,33.31,0.04,0.12,4.01,0.64,0.19,0.17,3.97,0,0,2.83,0.27,1.36,13.61,0.05,0.79,12.47,0.01,93.55,134.38,9.81,54.43,1.5,0,0,0,0,0,7.46,51.03,2.74,0.14,1.54,1.73,2.04,0.16,0.2,0.5,0.84,1.2,1.36,0.44,0.63,15.98,0.68,0.19,0.54,0.79
12/25/2017,"Bacon, Pork","7.00 slice - 6"" long",262.08,0,0,13.24,0.31,0.13,5.86,0.62,0.3,0.61,0,20.72,0,9.52,0.24,0,6.16,0.06,0.53,17.36,0.01,217.28,279.44,28.39,943.04,1.71,0.95,0,0,0.5,0.95,19.65,55.44,8.7,0.15,3.08,3.42,6.7,0.08,0.22,0.78,0.91,1.58,1.7,0.52,0.8,19,0.84,0.23,0.76,0.97
12/25/2017,"Turkey Breast, Skin Eaten",1.39 cup,625.96,0,0,225.24,0.14,0.39,26.56,1.86,0.99,0.71,10.21,278.96,0,17.01,0.92,0.68,44.23,0.15,3.13,74.84,0.06,530.7,605.55,74.16,210.92,3.3,0,0,0,0,0,25.24,255.15,9.87,0.34,4.8,5.38,7.08,0.51,1.22,2.8,4.77,6.87,7.73,2.52,3.65,93.18,3.89,1.06,3.06,4.57
12/26/2017,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
